,Month,State,Median Listing Price,Median Listing Price M/M,New Listing Count M/M,Price Increase Count M/M,Days on Market M/M
3568,2013-07-01,South Carolina,187300,0.0122,0.0158,-0.1878,0.0539
3619,2013-06-01,South Carolina,185050,0.0,-0.0442,-0.2065,0.0355
3670,2013-05-01,South Carolina,185050,0.0084,-0.0225,0.1653,0.0155
3721,2013-04-01,South Carolina,183500,0.0197,-0.0107,0.0814,-0.178
3772,2013-03-01,South Carolina,179950,0.005,0.0558,-0.123,-0.0888
3823,2013-02-01,South Carolina,179050,0.0,0.0749,0.377,-0.0443
3874,2013-01-01,South Carolina,179050,0.0,0.4624,0.3358,0.0265
3925,2012-12-01,South Carolina,179050,-0.0045,-0.1552,0.161,-0.0038
3976,2012-11-01,South Carolina,179857,-0.0005,-0.056,-0.1027,0.0038
4027,2012-10-01,South Carolina,179950,0.0,-0.0101,-0.0674,-0.0075
4078,2012-09-01,South Carolina,179950,0.0,-0.0328,0.3239,0.035
4129,2012-08-01,South Carolina,179950,0.0,0.0005,-0.2804,0.0533
4180,2012-07-01,South Carolina,179950,-0.0003,-0.0437,0.0803,0.0517
4231,2012-06-01,South Carolina,180000,-0.0003,-0.0357,-0.0214,0.0175
4282,2012-05-01,South Carolina,180050,0.0,-0.0976,0.0145,-0.0539
